" -1,192.00 "," -1,440.25 "," -1,248.83 "," -1,084.63 "," -1,067.90 ", -921.42 , -923.64 , -856.69 , -804.00 , -778.10 , -727.09 , -685.21 , -649.46 , -618.89 , -591.97 , -568.53 , -558.35 , -541.81 , -522.42 , -504.35 , -488.05 , -475.36 , -464.20 , -451.42 , -445.50 , -438.27 , -433.00 , -425.61 , -418.52 , -409.88 , -403.27 , -396.80 , -391.50 , -386.60 , -380.24 , -374.24 , -370.88 , -368.67 , -364.87 , -359.78 , -357.30 , -354.77 , -351.43 , -348.90 , -345.81 , -343.77 , -341.65 , -338.88 , -336.99 , -334.20 , -331.58 , -330.53 , -329.40 , -328.15 , -326.56 , -326.16 , -324.97 , -324.47 , -324.33 , -322.51 , -325.62 , -325.65 , -326.98 , -325.83 , -325.49 , -326.98 , -328.87 , -330.03 , -329.91 , -329.02 , -328.89 , -331.21 , -329.58 , -327.89 , -326.43 , -324.27 , -322.11 , -320.06 , -318.06 , -316.13 , -314.26 , -312.44 , -311.53 , -310.97 , -309.99 , -308.33 , -307.25 , -305.69 , -304.14 , -303.13 , -301.56 , -300.60 , -299.08 , -297.64 , -297.07 , -296.60 , -296.39 , -295.08 , -293.80 , -292.50 , -291.24 , -289.69 , -288.14 , -286.64 , -285.15 , -283.69 , -283.47 , -282.95 , -281.89 , -280.86 , -279.85 , -278.55 , -277.35 , -277.36 , -276.33 , -276.34 , -275.43 , -274.45 , -273.47 , -272.31 , -271.24 , -270.37 , -269.54 , -268.46 , -267.65 , -266.78 , -265.99 , -265.14 , -264.09 , -263.33 , -262.58 , -261.80 , -260.89 , -260.18 , -259.27 , -258.32 , -257.62 , -256.94 , -256.26 , -255.42 , -254.80 , -253.90 , -253.02 , -252.15 , -251.30 , -250.48 , -250.28 , -250.35 , -250.27 , -249.70 , -248.94 , -249.02 , -249.10 , -248.94 , -248.17 , -248.05 , -247.37 , -246.68 , -246.74 , -246.56 , -245.95 , -245.37 , -244.88 , -244.39 , -243.90 , -243.98 , -243.36 , -242.72 , -242.26 , -241.71 , -241.23 , -240.90 , -240.90 , -241.11 , -240.51 , -239.99 , -239.38 , -239.32 , -238.70 , -238.21 , -237.62 , -237.66 , -237.64 , -237.24 , -237.19 , -236.62 , -236.06 , -235.98 , -235.60 , -235.51 , -234.98 , -234.49 , -234.12 , -233.76 , -233.74 , -233.38 , -232.85 , -232.45 , -231.97 , -232.05 ,   
 -815.50 ," -1,189.50 "," -1,251.00 "," -1,121.50 "," -1,065.50 "," -1,011.83 ", -928.64 , -892.88 , -837.39 , -775.50 , -735.32 , -693.88 , -659.12 , -627.25 , -599.93 , -582.56 , -571.24 , -550.69 , -542.71 , -528.20 , -511.50 , -499.61 , -493.87 , -486.17 , -479.78 , -467.81 , -456.56 , -446.18 , -439.28 , -431.67 , -422.69 , -416.17 , -409.86 , -404.00 , -398.66 , -393.28 , -387.76 , -384.07 , -378.15 , -373.56 , -369.38 , -366.67 , -361.72 , -357.01 , -355.14 , -352.15 , -349.64 , -347.39 , -344.78 , -342.62 , -340.66 , -338.66 , -336.18 , -334.42 , -333.16 , -331.90 , -330.52 , -328.93 , -327.56 , -325.72 , -325.60 , -325.38 , -323.43 , -321.65 , -319.83 , -318.20 , -316.55 , -314.95 , -313.32 , -311.77 , -310.30 , -309.44 , -308.51 , -307.10 , -306.00 , -304.65 , -303.34 , -302.10 , -300.96 , -299.73 , -298.60 , -297.66 , -297.45 , -296.96 , -295.82 , -295.38 , -294.37 , -294.43 , -294.34 , -293.42 , -292.72 , -291.32 , -290.62 , -289.62 , -288.65 , -287.77 , -287.05 , -286.14 , -285.28 , -284.56 , -283.70 , -282.82 , -282.03 , -281.19 , -280.39 , -279.63 , -278.91 , -278.20 , -277.45 , -276.74 , -276.03 , -275.36 , -274.68 , -274.00 , -273.37 , -272.80 , -272.14 , -271.49 , -270.84 , -270.21 , -269.57 , -269.04 , -268.46 , -267.92 , -267.36 , -266.84 , -266.26 , -265.75 , -265.25 , -264.70 , -264.23 , -263.70 , -263.21 , -262.70 , -262.19 , -261.69 , -261.20 , -260.72 , -260.25 , -259.78 , -259.32 , -258.85 , -258.40 , -257.96 , -257.52 , -257.09 , -256.70 , -256.31 , -255.91 , -255.49 , -255.09 , -254.70 , -254.29 , -253.90 , -253.51 , -253.12 , -252.74 , -252.38 , -252.01 , -251.65 , -251.29 , -250.94 , -250.61 , -250.27 , -249.92 , -249.58 , -249.28 , -248.95 , -248.62 , -248.29 , -248.01 , -247.71 , -247.40 , -247.07 , -246.76 , -246.48 , -246.17 , -245.93 , -245.65 , -245.36 , -245.09 , -244.97 , -244.77 , -244.51 , -244.27 , -244.01 , -243.76 , -243.50 , -243.27 , -243.01 , -242.75 , -242.48 , -242.24 , -242.00 , -241.75 , -241.52 , -241.27 , -241.03 , -240.81 , -240.57 ,   
" -1,192.00 "," -1,343.25 "," -1,176.67 "," -1,037.13 ", -963.50 ," -1,002.17 ", -926.29 , -864.69 , -842.67 , -780.50 , -738.59 , -704.25 , -666.35 , -633.86 , -616.03 , -598.16 , -575.56 , -568.83 , -550.21 , -535.15 , -522.52 , -510.59 , -498.78 , -489.33 , -480.36 , -470.77 , -463.11 , -454.36 , -446.47 , -438.47 , -430.94 , -423.91 , -418.39 , -412.50 , -407.17 , -401.78 , -396.65 , -391.83 , -388.60 , -385.75 , -381.62 , -377.51 , -373.59 , -370.00 , -366.47 , -363.01 , -359.72 , -356.61 , -353.57 , -351.72 , -348.78 , -346.01 , -343.33 , -340.70 , -338.05 , -335.63 , -333.32 , -331.08 , -328.92 , -326.84 , -324.65 , -322.65 , -320.75 , -318.73 , -316.79 , -315.08 , -313.39 , -311.76 , -312.15 , -320.73 , -336.01 , -334.56 , -332.92 , -333.78 , -333.33 , -336.37 , -334.79 , -334.05 , -332.50 , -332.57 , -331.16 , -329.88 , -329.70 , -328.31 , -328.00 , -327.31 , -325.99 , -324.82 , -325.10 , -324.23 , -323.82 , -323.06 , -322.20 , -321.29 , -320.32 , -318.70 , -317.71 , -316.16 , -314.70 , -313.85 , -312.84 , -311.41 , -310.69 , -309.27 , -307.89 , -306.53 , -305.78 , -304.53 , -303.79 , -302.55 , -301.93 , -300.90 , -299.72 , -298.96 , -297.96 , -296.76 , -295.67 , -295.26 , -294.60 , -293.56 , -292.64 , -291.69 , -290.68 , -290.13 , -289.15 , -288.44 , -287.86 , -286.93 , -286.00 , -285.29 , -284.79 , -283.97 , -283.08 , -282.21 , -281.35 , -280.49 , -279.67 , -279.13 , -278.31 , -277.83 , -277.02 , -276.26 , -275.48 , -274.99 , -274.22 , -273.79 , -273.12 , -272.41 , -272.03 , -271.61 , -270.93 , -270.48 , -269.79 , -269.14 , -268.76 , -268.34 , -267.67 , -267.00 , -266.59 , -265.95 , -265.63 , -265.24 , -264.62 , -264.26 , -263.64 , -263.35 , -263.05 , -262.70 , -262.35 , -262.09 , -261.51 , -260.93 , -260.37 , -260.10 , -259.54 , -259.23 , -258.92 , -258.62 , -258.09 , -257.55 , -257.02 , -256.73 , -256.47 , -255.97 , -255.46 , -255.25 , -255.00 , -254.82 , -254.56 , -254.30 , -253.82 , -253.57 , -253.33 , -253.11 , -252.65 , -252.19 , -252.05 , -251.80 , -251.56 , -251.11 ,   
" -1,587.50 "," -1,718.00 "," -1,400.83 "," -1,364.75 "," -1,266.10 "," -1,185.08 "," -1,078.21 "," -1,035.75 ", -958.56 , -912.85 , -855.32 , -808.25 , -766.58 , -734.39 , -699.67 , -669.19 , -643.00 , -619.53 , -597.97 , -578.75 , -559.64 , -541.89 , -526.02 , -512.73 , -501.14 , -489.44 , -478.74 , -468.75 , -459.26 , -450.67 , -441.39 , -436.22 , -431.76 , -427.84 , -423.06 , -417.18 , -413.00 , -409.03 , -402.47 , -397.38 , -391.46 , -385.79 , -380.36 , -375.20 , -372.61 , -370.76 , -369.00 , -365.48 , -361.19 , -357.06 , -353.16 , -349.38 , -345.74 , -342.22 , -338.94 , -335.69 , -332.55 , -331.10 , -328.69 , -326.66 , -323.85 , -321.17 , -319.19 , -316.66 , -314.91 , -312.50 , -310.99 , -308.74 , -306.49 , -304.30 , -302.23 , -300.15 , -298.18 , -296.30 , -294.43 , -293.17 , -291.35 , -289.62 , -288.42 , -286.73 , -285.11 , -283.53 , -282.07 , -281.05 , -279.55 , -278.08 , -277.14 , -276.25 , -274.91 , -273.58 , -272.30 , -271.00 , -270.33 , -269.11 , -268.35 , -267.19 , -266.02 , -265.29 , -264.57 , -263.91 , -263.24 , -262.23 , -261.22 , -260.22 , -259.22 , -258.24 , -257.38 , -257.33 , -256.40 , -255.50 , -254.95 , -254.40 , -253.50 , -252.64 , -252.13 , -251.31 , -250.49 , -249.67 , -249.24 , -248.45 , -247.69 , -246.97 , -246.26 , -245.83 , -245.15 , -244.46 , -244.17 , -243.78 , -243.11 , -242.72 , -241.89 , -241.26 , -240.97 , -240.65 , -240.39 , -239.78 , -239.09 , -238.49 , -238.27 , -237.98 , -237.65 , -237.12 , -236.56 , -236.02 , -235.51 , -235.40 , -234.87 , -234.69 , -234.50 , -234.22 , -233.73 , -233.22 , -232.72 , -232.26 , -231.76 , -231.29 , -231.12 , -231.04 , -230.80 , -230.32 , -230.07 , -229.60 , -229.40 , -228.94 , -228.74 , -228.45 , -228.00 , -227.57 , -227.13 , -227.07 , -226.69 , -226.55 , -226.13 , -225.78 , -225.78 , -225.38 , -224.99 , -224.64 , -224.51 , -224.38 , -224.01 , -223.65 , -223.53 , -223.42 , -223.05 , -222.88 , -222.52 , -222.35 , -221.99 , -221.85 , -221.71 , -221.60 , -221.49 , -221.14 , -220.79 , -220.44 , -220.09 , -219.77 , -219.46 , -219.13 ,   
" -1,050.50 "," -1,155.25 "," -1,039.83 ", -978.50 , -968.60 , -906.25 , -852.57 , -795.13 , -731.83 , -692.05 , -659.82 , -629.63 , -607.08 , -575.68 , -556.23 , -553.53 , -548.06 , -541.08 , -529.68 , -518.25 , -510.05 , -499.75 , -489.63 , -479.71 , -472.96 , -463.00 , -455.48 , -449.71 , -443.67 , -437.28 , -433.29 , -427.97 , -424.91 , -421.49 , -418.21 , -415.65 , -411.86 , -406.95 , -402.96 , -398.00 , -393.13 , -388.54 , -383.99 , -379.70 , -375.59 , -371.65 , -367.96 , -364.35 , -360.93 , -357.66 , -354.44 , -351.42 , -348.47 , -345.62 , -342.88 , -340.24 , -337.69 , -335.22 , -332.84 , -330.53 , -328.30 , -326.14 , -324.02 , -322.05 , -320.08 , -318.17 , -316.32 , -314.52 , -312.78 , -311.09 , -309.44 , -307.85 , -306.29 , -304.80 , -303.32 , -301.90 , -300.51 , -299.17 , -297.84 , -296.59 , -295.32 , -294.09 , -292.89 , -291.72 , -290.56 , -289.53 , -288.44 , -287.36 , -286.31 , -285.28 , -284.27 , -283.30 , -282.34 , -281.40 , -280.48 , -279.58 , -278.70 , -277.82 , -276.98 , -276.16 , -275.35 , -274.54 , -273.77 , -273.02 , -272.28 , -271.53 , -270.80 , -270.10 , -269.40 , -268.70 , -268.03 , -267.37 , -266.72 , -266.09 , -265.46 , -264.87 , -264.26 , -263.67 , -263.17 , -262.60 , -262.03 , -261.47 , -260.92 , -260.38 , -259.85 , -259.33 , -258.81 , -258.31 , -257.81 , -257.32 , -256.85 , -256.38 , -255.98 , -255.52 , -255.09 , -254.65 , -254.20 , -253.77 , -253.36 , -252.94 , -252.51 , -252.10 , -251.70 , -251.30 , -251.03 , -250.64 , -250.26 , -249.89 , -249.51 , -249.17 , -248.85 , -248.48 , -248.13 , -247.78 , -247.45 , -247.11 , -246.77 , -246.45 , -246.14 , -245.81 , -245.49 , -245.18 , -244.87 , -244.56 , -244.25 , -243.95 , -243.65 , -243.37 , -243.08 , -242.81 , -242.53 , -242.24 , -241.96 , -241.69 , -241.42 , -241.15 , -240.89 , -240.76 , -240.49 , -240.24 , -240.03 , -239.78 , -239.53 , -239.28 , -239.04 , -238.80 , -238.56 , -238.32 , -238.09 , -237.85 , -237.63 , -237.40 , -237.17 , -236.96 , -236.74 , -236.53 , -236.31 , -236.10 , -235.88 , -235.69 ,   
" -2,445.50 "," -2,276.50 "," -1,874.83 "," -1,623.50 "," -1,448.70 "," -1,320.50 "," -1,205.50 "," -1,094.56 ", -997.50 , -919.40 , -856.95 , -804.00 , -758.23 , -719.71 , -685.47 , -656.41 , -629.59 , -606.00 , -584.97 , -565.95 , -548.88 , -534.98 , -523.15 , -512.46 , -502.28 , -492.71 , -483.19 , -474.68 , -466.76 , -459.55 , -449.85 , -443.78 , -437.92 , -429.68 , -421.86 , -414.42 , -408.66 , -404.68 , -400.08 , -395.49 , -391.51 , -387.57 , -384.26 , -380.47 , -377.46 , -374.49 , -371.73 , -369.21 , -365.87 , -362.87 , -359.74 , -356.63 , -353.64 , -350.79 , -348.05 , -345.39 , -343.68 , -341.17 , -339.93 , -338.33 , -335.47 , -332.58 , -331.06 , -328.35 , -326.82 , -325.47 , -323.76 , -321.91 , -320.10 , -318.36 , -316.63 , -314.94 , -313.53 , -311.86 , -310.32 , -308.75 , -307.23 , -305.83 , -304.49 , -303.09 , -301.56 , -300.21 , -298.90 , -297.21 , -295.57 , -293.98 , -292.80 , -292.14 , -291.04 , -289.98 , -289.41 , -288.00 , -286.61 , -285.22 , -283.87 , -283.35 , -282.05 , -281.37 , -280.53 , -279.75 , -278.51 , -278.06 , -277.45 , -277.00 , -276.40 , -275.26 , -274.15 , -273.08 , -272.41 , -271.73 , -270.71 , -270.17 , -269.17 , -268.18 , -267.22 , -266.25 , -265.31 , -264.38 , -263.74 , -262.85 , -261.96 , -261.11 , -260.26 , -259.43 , -258.62 , -257.82 , -257.01 , -256.22 , -255.47 , -255.08 , -254.61 , -254.12 , -253.64 , -252.91 , -252.43 , -252.00 , -251.61 , -251.17 , -250.71 , -250.05 , -250.06 , -249.39 , -249.03 , -248.66 , -248.03 , -247.43 , -247.10 , -246.72 , -246.33 , -245.93 , -245.56 , -244.95 , -244.37 , -243.78 , -243.21 , -242.64 , -242.83 , -242.52 , -241.97 , -241.73 , -241.45 , -241.10 , -240.57 , -240.05 , -239.54 , -239.66 , -239.16 , -238.90 , -238.72 , -238.21 , -237.96 , -237.47 , -236.99 , -236.51 , -236.25 , -236.02 , -235.55 , -235.09 , -234.86 , -234.41 , -234.20 , -233.98 , -233.55 , -233.36 , -233.11 , -232.88 , -232.45 , -232.04 , -231.80 , -231.65 , -231.50 , -231.26 , -230.86 , -230.46 , -230.28 , -230.10 , -229.88 , -229.68 , -229.29 , -229.08 ,   
" -4,053.50 "," -2,573.50 "," -2,033.17 "," -1,659.13 "," -1,392.50 "," -1,226.92 "," -1,109.07 "," -1,017.50 ", -938.72 , -865.85 , -811.09 , -761.38 , -721.73 , -696.29 , -664.43 , -636.25 , -611.26 , -593.19 , -574.29 , -556.00 , -542.05 , -529.48 , -518.13 , -503.29 , -489.56 , -476.73 , -464.83 , -453.79 , -443.50 , -433.78 , -424.87 , -418.78 , -410.86 , -403.43 , -398.47 , -393.22 , -387.99 , -381.75 , -377.37 , -372.95 , -368.74 , -364.69 , -360.93 , -357.35 , -353.91 , -349.89 , -347.97 , -346.00 , -343.82 , -341.79 , -340.16 , -338.49 , -338.34 , -337.00 , -339.17 , -337.77 , -337.54 , -336.91 , -335.83 , -333.93 , -331.46 , -329.05 , -327.62 , -326.23 , -324.37 , -322.52 , -321.00 , -321.12 , -319.09 , -316.89 , -315.20 , -313.12 , -311.13 , -309.27 , -307.33 , -305.54 , -303.64 , -302.09 , -300.30 , -298.77 , -297.20 , -295.59 , -294.11 , -293.60 , -292.16 , -290.70 , -290.09 , -288.63 , -287.40 , -286.04 , -284.65 , -283.36 , -282.82 , -281.59 , -280.32 , -279.11 , -277.95 , -276.78 , -275.82 , -274.78 , -273.65 , -272.59 , -271.56 , -270.56 , -270.13 , -269.86 , -268.93 , -267.97 , -267.10 , -266.17 , -265.27 , -264.40 , -263.57 , -262.75 , -261.90 , -261.05 , -260.21 , -259.40 , -258.64 , -258.45 , -257.67 , -256.91 , -256.21 , -256.00 , -255.30 , -254.60 , -253.90 , -253.21 , -252.51 , -252.26 , -251.59 , -250.91 , -251.04 , -250.39 , -249.76 , -249.12 , -248.49 , -247.72 , -247.49 , -246.89 , -246.73 , -246.13 , -245.55 , -245.35 , -244.79 , -244.24 , -244.10 , -243.86 , -243.72 , -243.29 , -243.14 , -242.96 , -242.49 , -242.33 , -242.15 , -241.98 , -241.82 , -241.32 , -241.20 , -241.07 , -240.93 , -240.45 , -240.56 , -240.74 , -240.27 , -239.81 , -239.37 , -239.02 , -238.59 , -238.18 , -237.77 , -237.27 , -236.88 , -236.47 , -236.08 , -236.11 , -236.06 , -235.62 , -235.59 , -235.21 , -234.84 , -234.48 , -234.41 , -234.06 , -234.09 , -233.74 , -233.73 , -233.69 , -233.61 , -233.54 , -233.20 , -233.16 , -232.82 , -232.76 , -232.65 , -232.32 , -231.98 , -231.90 , -232.10 , -231.80 ,   
" -1,182.50 "," -1,521.00 "," -1,248.33 "," -1,160.63 "," -1,049.90 ", -948.42 , -888.71 , -811.00 , -763.06 , -711.15 , -682.50 , -654.00 , -620.46 , -598.86 , -580.97 , -558.28 , -538.41 , -520.61 , -509.89 , -497.08 , -486.48 , -474.59 , -463.20 , -452.58 , -442.00 , -434.42 , -426.37 , -419.55 , -412.03 , -405.62 , -399.29 , -391.78 , -386.17 , -380.85 , -375.69 , -369.68 , -364.00 , -358.59 , -353.46 , -348.54 , -345.40 , -340.87 , -337.83 , -335.13 , -332.19 , -328.36 , -325.79 , -323.14 , -319.71 , -317.34 , -315.61 , -312.53 , -310.61 , -307.75 , -305.87 , -304.05 , -302.29 , -299.78 , -297.33 , -294.96 , -292.67 , -290.45 , -288.31 , -286.23 , -285.18 , -283.87 , -282.62 , -280.76 , -279.71 , -278.69 , -277.70 , -276.03 , -274.97 , -273.99 , -272.47 , -271.78 , -270.89 , -269.91 , -269.07 , -268.14 , -266.78 , -265.99 , -265.22 , -263.95 , -262.79 , -262.13 , -261.49 , -260.80 , -259.66 , -258.51 , -257.40 , -256.29 , -255.24 , -255.51 , -254.48 , -253.51 , -252.90 , -251.91 , -251.60 , -250.70 , -250.73 , -250.29 , -249.37 , -248.90 , -248.19 , -247.47 , -246.67 , -246.10 , -245.87 , -245.10 , -244.63 , -244.22 , -243.52 , -243.30 , -242.55 , -242.13 , -241.71 , -241.44 , -241.08 , -240.72 , -240.01 , -239.16 , -238.96 , -238.55 , -237.97 , -237.33 , -237.12 , -236.88 , -236.65 , -236.30 , -236.00 , -235.70 , -235.57 , -235.12 , -234.73 , -234.31 , -234.09 , -234.28 , -234.82 , -234.83 , -234.98 , -234.75 , -235.23 , -235.02 , -234.76 , -234.54 , -234.02 , -233.91 , -233.73 , -233.36 , -232.86 , -232.75 , -232.29 , -231.99 , -231.80 , -231.32 , -231.17 , -231.01 , -230.58 , -230.38 , -230.10 , -229.88 , -229.52 , -229.20 , -228.91 , -228.55 , -228.39 , -228.04 , -227.95 , -228.17 , -228.14 , -227.72 , -227.45 , -227.09 , -226.72 , -226.35 , -226.29 , -225.92 , -225.55 , -225.18 , -225.06 , -224.72 , -224.38 , -224.46 , -224.10 , -223.76 , -223.67 , -223.32 , -222.97 , -222.63 , -222.59 , -222.29 , -222.14 , -221.82 , -221.49 , -221.17 , -220.85 , -220.56 , -220.24 , -220.28 ,   
" -3,211.50 "," -2,062.00 "," -1,578.50 "," -1,315.75 "," -1,164.60 "," -1,040.17 ", -937.14 , -891.81 , -817.06 , -757.65 , -717.95 , -677.21 , -649.12 , -619.96 , -601.47 , -581.00 , -566.35 , -552.78 , -545.34 , -535.08 , -527.10 , -515.70 , -504.80 , -493.63 , -482.64 , -476.00 , -468.56 , -459.82 , -455.34 , -451.78 , -455.11 , -454.94 , -446.73 , -438.50 , -430.81 , -423.47 , -416.53 , -409.95 , -403.21 , -397.06 , -391.24 , -385.38 , -380.05 , -374.91 , -369.88 , -365.22 , -360.73 , -356.04 , -351.93 , -347.98 , -344.19 , -340.54 , -337.03 , -333.65 , -330.37 , -326.92 , -323.91 , -321.01 , -318.19 , -315.40 , -312.40 , -309.87 , -307.08 , -304.42 , -302.14 , -299.58 , -297.07 , -295.00 , -293.02 , -291.09 , -289.09 , -287.28 , -285.23 , -283.20 , -281.53 , -279.57 , -277.99 , -276.44 , -274.82 , -273.08 , -271.66 , -270.27 , -268.66 , -267.35 , -266.07 , -264.80 , -263.57 , -262.08 , -260.92 , -259.66 , -259.45 , -259.49 , -259.16 , -258.80 , -258.52 , -258.01 , -257.61 , -256.67 , -256.25 , -255.94 , -255.11 , -254.75 , -254.76 , -254.52 , -254.29 , -254.37 , -254.37 , -254.53 , -254.43 , -254.41 , -254.16 , -254.17 , -253.88 , -253.59 , -253.63 , -253.64 , -253.32 , -253.12 , -252.77 , -252.48 , -252.19 , -251.88 , -251.51 , -251.30 , -250.96 , -250.60 , -250.26 , -249.95 , -249.60 , -249.38 , -249.13 , -248.83 , -248.61 , -248.35 , -248.10 , -247.82 , -247.60 , -247.39 , -247.13 , -246.84 , -246.64 , -246.41 , -246.19 , -245.95 , -245.67 , -245.44 , -245.22 , -245.01 , -244.74 , -244.48 , -244.69 , -244.39 , -244.17 , -243.97 , -243.75 , -243.47 , -243.28 , -243.12 , -242.91 , -242.72 , -242.52 , -242.33 , -242.14 , -241.98 , -241.73 , -241.52 , -241.33 , -241.13 , -240.89 , -240.70 , -240.52 , -240.37 , -240.21 , -240.01 , -239.85 , -239.68 , -239.53 , -239.39 , -239.41 , -239.24 , -239.01 , -238.86 , -238.65 , -238.49 , -238.34 , -238.13 , -237.98 , -237.83 , -237.67 , -237.52 , -237.38 , -237.22 , -237.10 , -236.90 , -236.76 , -236.54 , -236.40 , -236.22 , -236.06 , -235.94 ,   
" -3,412.50 "," -2,117.50 "," -1,585.00 "," -1,330.13 "," -1,192.50 "," -1,068.17 ", -967.57 , -901.75 , -827.44 , -767.15 , -720.73 , -703.04 , -666.58 , -634.11 , -606.33 , -581.47 , -559.47 , -540.31 , -522.61 , -506.90 , -492.76 , -479.80 , -468.33 , -457.46 , -447.34 , -438.40 , -429.67 , -421.38 , -413.59 , -406.28 , -399.50 , -393.17 , -387.30 , -381.81 , -376.50 , -371.60 , -366.86 , -362.50 , -358.26 , -354.19 , -350.37 , -346.71 , -343.30 , -340.00 , -336.92 , -333.91 , -331.03 , -328.45 , -325.80 , -323.24 , -320.84 , -318.54 , -316.26 , -314.13 , -312.05 , -310.03 , -308.10 , -306.21 , -304.54 , -302.77 , -301.05 , -299.46 , -297.90 , -296.42 , -294.95 , -293.45 , -292.17 , -290.78 , -289.57 , -288.25 , -287.12 , -285.90 , -284.75 , -283.61 , -282.52 , -281.43 , -280.36 , -279.34 , -278.30 , -277.28 , -276.30 , -275.38 , -274.43 , -273.52 , -272.65 , -271.80 , -270.96 , -270.16 , -269.35 , -268.59 , -267.87 , -267.09 , -266.34 , -265.62 , -264.91 , -264.22 , -263.54 , -262.87 , -262.21 , -261.60 , -261.00 , -260.35 , -259.78 , -259.20 , -258.60 , -258.02 , -257.46 , -256.90 , -256.32 , -255.77 , -255.26 , -254.71 , -254.21 , -253.72 , -253.23 , -252.75 , -252.25 , -251.76 , -251.29 , -250.83 , -250.36 , -249.96 , -249.51 , -249.09 , -248.68 , -248.25 , -247.85 , -247.48 , -247.06 , -246.68 , -246.31 , -246.01 , -245.63 , -245.26 , -244.88 , -244.60 , -244.25 , -243.92 , -243.58 , -243.24 , -242.90 , -242.62 , -242.28 , -241.97 , -241.72 , -241.41 , -241.13 , -240.89 , -240.65 , -240.36 , -240.10 , -239.83 , -239.56 , -239.30 , -239.19 , -238.96 , -238.69 , -238.45 , -238.18 , -237.96 , -237.71 , -237.45 , -237.20 , -237.02 , -236.78 , -236.55 , -236.33 , -236.14 , -235.90 , -235.68 , -235.44 , -235.21 , -235.00 , -234.79 , -234.57 , -234.45 , -234.24 , -234.05 , -233.83 , -233.64 , -233.44 , -233.26 , -233.07 , -232.88 , -232.68 , -232.50 , -232.32 , -232.13 , -231.96 , -231.80 , -231.62 , -231.47 , -231.43 , -231.24 , -231.10 , -230.93 , -230.76 , -230.59 , -230.45 , -230.29 ,   
